,ASOS_Name,ASOS_Price (£),ASOS_URL_Link,HnM_Name,HnM_Price (£),HnM_Color,HnM_Category,HnM_URL_Link
0,River Island skinny trousers with grey check,38.0,https://www.asos.com/river-island/river-island-skinny-trousers-with-grey-check/prd/11906308?clr=grey&colourWayId=16422657&SearchQuery=&cid=27110,Suit trousers Skinny Fit,24.99,Beige,men_blazerssuits_trousers,https://www2.hm.com/en_gb/productpage.0688930001.html
0,River Island skinny trousers with grey check,38.0,https://www.asos.com/river-island/river-island-skinny-trousers-with-grey-check/prd/11906308?clr=grey&colourWayId=16422657&SearchQuery=&cid=27110,Suit trousers Skinny Fit,17.99,Black,men_trousers_trousers_skinny_all,https://www2.hm.com/en_gb/productpage.0739239001.html
0,River Island skinny trousers with grey check,38.0,https://www.asos.com/river-island/river-island-skinny-trousers-with-grey-check/prd/11906308?clr=grey&colourWayId=16422657&SearchQuery=&cid=27110,Suit trousers Skinny Fit,24.99,Black,men_trousers_trousers_skinny_all,https://www2.hm.com/en_gb/productpage.0656749007.html
0,River Island skinny trousers with grey check,38.0,https://www.asos.com/river-island/river-island-skinny-trousers-with-grey-check/prd/11906308?clr=grey&colourWayId=16422657&SearchQuery=&cid=27110,Suit trousers Skinny Fit,24.99,Black,men_blazerssuits_trousers,https://www2.hm.com/en_gb/productpage.0688930002.html
0,River Island skinny trousers with grey check,38.0,https://www.asos.com/river-island/river-island-skinny-trousers-with-grey-check/prd/11906308?clr=grey&colourWayId=16422657&SearchQuery=&cid=27110,Suit trousers Skinny Fit,39.99,Dark blue,men_trousers_trousers_skinny_all,https://www2.hm.com/en_gb/productpage.0715418002.html
0,River Island skinny trousers with grey check,38.0,https://www.asos.com/river-island/river-island-skinny-trousers-with-grey-check/prd/11906308?clr=grey&colourWayId=16422657&SearchQuery=&cid=27110,Suit trousers Skinny Fit,34.99,Light beige,men_blazerssuits_trousers,https://www2.hm.com/en_gb/productpage.0765186001.html
0,ASOS DESIGN oversized t-shirt with city print in colour block panel,18.0,https://www.asos.com/asos-design/asos-design-oversized-t-shirt-with-city-print-in-colour-block-panel/prd/11872607?clr=artisans-gold&colourWayId=16390024&SearchQuery=&cid=27110,T-shirt,9.99,White/Black striped,men_tshirtstanks_shortsleeve,https://www2.hm.com/en_gb/productpage.0670983004.html
0,ASOS DESIGN oversized t-shirt with city print in colour block panel,18.0,https://www.asos.com/asos-design/asos-design-oversized-t-shirt-with-city-print-in-colour-block-panel/prd/11872607?clr=artisans-gold&colourWayId=16390024&SearchQuery=&cid=27110,T-shirt,9.99,Orange/White striped,men_tshirtstanks_shortsleeve,https://www2.hm.com/en_gb/productpage.0670983005.html
0,ASOS DESIGN organic cotton relaxed sleeveless t-shirt with sketch print in puff,12.0,https://www.asos.com/asos-design/asos-design-organic-cotton-relaxed-sleeveless-t-shirt-with-sketch-print-in-puff/prd/11872596?clr=placid-blue&colourWayId=16388424&SearchQuery=&cid=27110,Cotton shirt,17.99,Light blue marl,men_shirt_dressed_regularfit,https://www2.hm.com/en_gb/productpage.0727667002.html
0,ASOS DESIGN organic cotton relaxed sleeveless t-shirt with sketch print in puff,12.0,https://www.asos.com/asos-design/asos-design-organic-cotton-relaxed-sleeveless-t-shirt-with-sketch-print-in-puff/prd/11872596?clr=placid-blue&colourWayId=16388424&SearchQuery=&cid=27110,Cotton shirt,17.99,Dark grey,men_shirt_dressed_regularfit,https://www2.hm.com/en_gb/productpage.0727667003.html
0,ASOS DESIGN Plusoversized t-shirt with city print in colour block panel,18.0,https://www.asos.com/asos-design/asos-design-plusoversized-t-shirt-with-city-print-in-colour-block-panel/prd/11869373?clr=artisans-gold&colourWayId=16390027&SearchQuery=&cid=27110,T-shirt,9.99,White/Black striped,men_tshirtstanks_shortsleeve,https://www2.hm.com/en_gb/productpage.0670983004.html
0,ASOS DESIGN Plusoversized t-shirt with city print in colour block panel,18.0,https://www.asos.com/asos-design/asos-design-plusoversized-t-shirt-with-city-print-in-colour-block-panel/prd/11869373?clr=artisans-gold&colourWayId=16390027&SearchQuery=&cid=27110,T-shirt,9.99,Orange/White striped,men_tshirtstanks_shortsleeve,https://www2.hm.com/en_gb/productpage.0670983005.html
0,River Island tapered black trousers,35.0,https://www.asos.com/river-island/river-island-tapered-black-trousers/prd/11862041?clr=black&colourWayId=16422632&SearchQuery=&cid=27110,Cargo trousers,24.99,Anthracite grey,men_trousers,https://www2.hm.com/en_gb/productpage.0219075014.html
0,River Island tapered black trousers,35.0,https://www.asos.com/river-island/river-island-tapered-black-trousers/prd/11862041?clr=black&colourWayId=16422632&SearchQuery=&cid=27110,Cargo trousers,24.99,Black,men_trousers,https://www2.hm.com/en_gb/productpage.0219075021.html
0,River Island tapered black trousers,35.0,https://www.asos.com/river-island/river-island-tapered-black-trousers/prd/11862041?clr=black&colourWayId=16422632&SearchQuery=&cid=27110,Cargo trousers,24.99,Dark khaki green,men_trousers,https://www2.hm.com/en_gb/productpage.0219075023.html
0,River Island skinny textured trousers in grey,35.0,https://www.asos.com/river-island/river-island-skinny-textured-trousers-in-grey/prd/11862031?clr=grey&colourWayId=16422623&SearchQuery=&cid=27110,Suit trousers Skinny Fit,24.99,Dark blue,men_trousers_dressed,https://www2.hm.com/en_gb/productpage.0714032001.html
0,River Island skinny textured trousers in grey,35.0,https://www.asos.com/river-island/river-island-skinny-textured-trousers-in-grey/prd/11862031?clr=grey&colourWayId=16422623&SearchQuery=&cid=27110,Suit trousers Skinny Fit,17.99,Beige/Checked,men_blazerssuits_trousers,https://www2.hm.com/en_gb/productpage.0783217001.html
0,River Island skinny textured trousers in grey,35.0,https://www.asos.com/river-island/river-island-skinny-textured-trousers-in-grey/prd/11862031?clr=grey&colourWayId=16422623&SearchQuery=&cid=27110,Suit trousers Skinny Fit,24.99,Black,men_trousers_dressed,https://www2.hm.com/en_gb/productpage.0714032002.html
0,River Island skinny textured trousers in grey,35.0,https://www.asos.com/river-island/river-island-skinny-textured-trousers-in-grey/prd/11862031?clr=grey&colourWayId=16422623&SearchQuery=&cid=27110,Suit trousers Skinny Fit,17.99,Dark blue,men_blazerssuits_trousers,https://www2.hm.com/en_gb/productpage.0783217004.html
0,River Island skinny textured trousers in grey,35.0,https://www.asos.com/river-island/river-island-skinny-textured-trousers-in-grey/prd/11862031?clr=grey&colourWayId=16422623&SearchQuery=&cid=27110,Suit trousers Skinny Fit,17.99,Dark blue marl,men_trousers_trousers_skinny_all,https://www2.hm.com/en_gb/productpage.0739239004.html
0,River Island skinny textured trousers in grey,35.0,https://www.asos.com/river-island/river-island-skinny-textured-trousers-in-grey/prd/11862031?clr=grey&colourWayId=16422623&SearchQuery=&cid=27110,Suit trousers Skinny Fit,17.99,Black,men_blazerssuits_trousers,https://www2.hm.com/en_gb/productpage.0783217003.html
0,River Island skinny textured trousers in grey,35.0,https://www.asos.com/river-island/river-island-skinny-textured-trousers-in-grey/prd/11862031?clr=grey&colourWayId=16422623&SearchQuery=&cid=27110,Suit trousers Skinny Fit,24.99,Light grey marl,men_trousers_dressed,https://www2.hm.com/en_gb/productpage.0714032003.html
0,River Island skinny textured trousers in grey,35.0,https://www.asos.com/river-island/river-island-skinny-textured-trousers-in-grey/prd/11862031?clr=grey&colourWayId=16422623&SearchQuery=&cid=27110,Suit trousers Skinny Fit,24.99,Light grey,men_blazerssuits_trousers,https://www2.hm.com/en_gb/productpage.0715135004.html
0,River Island skinny textured trousers in grey,35.0,https://www.asos.com/river-island/river-island-skinny-textured-trousers-in-grey/prd/11862031?clr=grey&colourWayId=16422623&SearchQuery=&cid=27110,Suit trousers Skinny Fit,24.99,Dark blue,men_trousers_dressed,https://www2.hm.com/en_gb/productpage.0715404001.html
0,River Island skinny textured trousers in grey,35.0,https://www.asos.com/river-island/river-island-skinny-textured-trousers-in-grey/prd/11862031?clr=grey&colourWayId=16422623&SearchQuery=&cid=27110,Suit trousers Skinny Fit,24.99,Dark blue,men_blazerssuits_trousers,https://www2.hm.com/en_gb/productpage.0715135002.html
0,River Island skinny textured trousers in grey,35.0,https://www.asos.com/river-island/river-island-skinny-textured-trousers-in-grey/prd/11862031?clr=grey&colourWayId=16422623&SearchQuery=&cid=27110,Suit trousers Skinny Fit,24.99,Dark blue,men_trousers_dressed,https://www2.hm.com/en_gb/productpage.0749159002.html
0,River Island skinny textured trousers in grey,35.0,https://www.asos.com/river-island/river-island-skinny-textured-trousers-in-grey/prd/11862031?clr=grey&colourWayId=16422623&SearchQuery=&cid=27110,Suit trousers Skinny Fit,34.99,Light pink,men_blazerssuits_trousers,https://www2.hm.com/en_gb/productpage.0612509008.html
0,River Island skinny textured trousers in grey,35.0,https://www.asos.com/river-island/river-island-skinny-textured-trousers-in-grey/prd/11862031?clr=grey&colourWayId=16422623&SearchQuery=&cid=27110,Suit trousers Skinny Fit,24.99,Black/White checked,men_trousers_trousers_skinny_all,https://www2.hm.com/en_gb/productpage.0656749010.html
0,River Island skinny textured trousers in grey,35.0,https://www.asos.com/river-island/river-island-skinny-textured-trousers-in-grey/prd/11862031?clr=grey&colourWayId=16422623&SearchQuery=&cid=27110,Suit trousers Skinny Fit,24.99,Blue marl,men_trousers_dressed,https://www2.hm.com/en_gb/productpage.0714032007.html
0,River Island skinny textured trousers in grey,35.0,https://www.asos.com/river-island/river-island-skinny-textured-trousers-in-grey/prd/11862031?clr=grey&colourWayId=16422623&SearchQuery=&cid=27110,Suit trousers Skinny Fit,24.99,Beige/Checked,men_trousers_trousers_skinny_all,https://www2.hm.com/en_gb/productpage.0656749008.html
0,River Island skinny textured trousers in grey,35.0,https://www.asos.com/river-island/river-island-skinny-textured-trousers-in-grey/prd/11862031?clr=grey&colourWayId=16422623&SearchQuery=&cid=27110,Suit trousers Skinny Fit,39.99,Black,men_trousers_trousers_skinny_all,https://www2.hm.com/en_gb/productpage.0715418001.html
0,River Island skinny textured trousers in grey,35.0,https://www.asos.com/river-island/river-island-skinny-textured-trousers-in-grey/prd/11862031?clr=grey&colourWayId=16422623&SearchQuery=&cid=27110,Suit trousers Skinny Fit,24.99,Beige,men_blazerssuits_trousers,https://www2.hm.com/en_gb/productpage.0688930001.html
0,River Island skinny textured trousers in grey,35.0,https://www.asos.com/river-island/river-island-skinny-textured-trousers-in-grey/prd/11862031?clr=grey&colourWayId=16422623&SearchQuery=&cid=27110,Suit trousers Skinny Fit,17.99,Black,men_trousers_trousers_skinny_all,https://www2.hm.com/en_gb/productpage.0739239001.html
0,River Island skinny textured trousers in grey,35.0,https://www.asos.com/river-island/river-island-skinny-textured-trousers-in-grey/prd/11862031?clr=grey&colourWayId=16422623&SearchQuery=&cid=27110,Suit trousers Skinny Fit,24.99,Black,men_trousers_trousers_skinny_all,https://www2.hm.com/en_gb/productpage.0656749007.html
0,River Island skinny textured trousers in grey,35.0,https://www.asos.com/river-island/river-island-skinny-textured-trousers-in-grey/prd/11862031?clr=grey&colourWayId=16422623&SearchQuery=&cid=27110,Suit trousers Skinny Fit,24.99,Black,men_blazerssuits_trousers,https://www2.hm.com/en_gb/productpage.0688930002.html
0,River Island skinny textured trousers in grey,35.0,https://www.asos.com/river-island/river-island-skinny-textured-trousers-in-grey/prd/11862031?clr=grey&colourWayId=16422623&SearchQuery=&cid=27110,Suit trousers Skinny Fit,39.99,Dark blue,men_trousers_trousers_skinny_all,https://www2.hm.com/en_gb/productpage.0715418002.html
0,River Island skinny textured trousers in grey,35.0,https://www.asos.com/river-island/river-island-skinny-textured-trousers-in-grey/prd/11862031?clr=grey&colourWayId=16422623&SearchQuery=&cid=27110,Suit trousers Skinny Fit,34.99,Light beige,men_blazerssuits_trousers,https://www2.hm.com/en_gb/productpage.0765186001.html
0,ASOS DESIGN Plus super skinny smart trousers in navy,20.0,https://www.asos.com/asos-design/asos-design-plus-super-skinny-smart-trousers-in-navy/prd/11852092?clr=navy&colourWayId=16411081&SearchQuery=&cid=27110,Suit trousers Super Skinny Fit,24.99,Black,men_trousers_trousers_skinny_all,https://www2.hm.com/en_gb/productpage.0714029001.html
0,ASOS DESIGN Plus super skinny smart trousers in navy,20.0,https://www.asos.com/asos-design/asos-design-plus-super-skinny-smart-trousers-in-navy/prd/11852092?clr=navy&colourWayId=16411081&SearchQuery=&cid=27110,Suit trousers Super Skinny Fit,24.99,Dark blue,men_trousers_trousers_skinny_all,https://www2.hm.com/en_gb/productpage.0714029002.html
0,ASOS DESIGN Plus super skinny smart trousers in navy,20.0,https://www.asos.com/asos-design/asos-design-plus-super-skinny-smart-trousers-in-navy/prd/11852092?clr=navy&colourWayId=16411081&SearchQuery=&cid=27110,Suit trousers Super Skinny Fit,24.99,Dark blue marl,men_trousers_trousers_skinny_all,https://www2.hm.com/en_gb/productpage.0714029003.html
0,New Look Plus joggers in black,17.99,https://www.asos.com/new-look/new-look-plus-joggers-in-black/prd/11841379?clr=black&colourWayId=16421347&SearchQuery=&cid=27110,Joggers,19.99,Black,men_trousers_joggers,https://www2.hm.com/en_gb/productpage.0698950001.html
0,New Look Plus joggers in black,17.99,https://www.asos.com/new-look/new-look-plus-joggers-in-black/prd/11841379?clr=black&colourWayId=16421347&SearchQuery=&cid=27110,Joggers,19.99,Black,men_trousers_joggers,https://www2.hm.com/en_gb/productpage.0733471001.html
0,New Look Plus joggers in black,17.99,https://www.asos.com/new-look/new-look-plus-joggers-in-black/prd/11841379?clr=black&colourWayId=16421347&SearchQuery=&cid=27110,Joggers,19.99,Dark blue,men_trousers_joggers,https://www2.hm.com/en_gb/productpage.0698950002.html
0,New Look Plus joggers in black,17.99,https://www.asos.com/new-look/new-look-plus-joggers-in-black/prd/11841379?clr=black&colourWayId=16421347&SearchQuery=&cid=27110,Joggers,17.99,Black/White,men_trousers_joggers,https://www2.hm.com/en_gb/productpage.0685815004.html
0,New Look Plus joggers in black,17.99,https://www.asos.com/new-look/new-look-plus-joggers-in-black/prd/11841379?clr=black&colourWayId=16421347&SearchQuery=&cid=27110,Joggers,17.99,Light grey marl,men_trousers_joggers,https://www2.hm.com/en_gb/productpage.0685815002.html
0,New Look Plus joggers in black,17.99,https://www.asos.com/new-look/new-look-plus-joggers-in-black/prd/11841379?clr=black&colourWayId=16421347&SearchQuery=&cid=27110,Joggers,17.99,Dark grey marl,men_trousers_joggers,https://www2.hm.com/en_gb/productpage.0685815003.html
0,New Look Plus crew neck t-shirt in khaki,5.99,https://www.asos.com/new-look/new-look-plus-crew-neck-t-shirt-in-khaki/prd/11841378?clr=light-khaki&colourWayId=16409724&SearchQuery=&cid=27110,T-shirt,9.99,White/Black striped,men_tshirtstanks_shortsleeve,https://www2.hm.com/en_gb/productpage.0670983004.html
0,New Look Plus crew neck t-shirt in khaki,5.99,https://www.asos.com/new-look/new-look-plus-crew-neck-t-shirt-in-khaki/prd/11841378?clr=light-khaki&colourWayId=16409724&SearchQuery=&cid=27110,T-shirt,9.99,Orange/White striped,men_tshirtstanks_shortsleeve,https://www2.hm.com/en_gb/productpage.0670983005.html
0,New Look muscle fit tipped polo in khaki,12.99,https://www.asos.com/new-look/new-look-muscle-fit-tipped-polo-in-khaki/prd/11819876?clr=dark-khaki&colourWayId=16421348&SearchQuery=&cid=27110,Shirt Muscle Fit,19.99,Grey/Chambray,men_shirts_dressed,https://www2.hm.com/en_gb/productpage.0618319007.html
0,New Look muscle fit tipped polo in khaki,12.99,https://www.asos.com/new-look/new-look-muscle-fit-tipped-polo-in-khaki/prd/11819876?clr=dark-khaki&colourWayId=16421348&SearchQuery=&cid=27110,Shirt Muscle Fit,19.99,Black/Patterned,men_shirts_dressed,https://www2.hm.com/en_gb/productpage.0618319006.html
0,New Look muscle fit tipped polo in khaki,12.99,https://www.asos.com/new-look/new-look-muscle-fit-tipped-polo-in-khaki/prd/11819876?clr=dark-khaki&colourWayId=16421348&SearchQuery=&cid=27110,Shirt Muscle Fit,17.99,White,men_shirt_dressed_slimfit,https://www2.hm.com/en_gb/productpage.0733323001.html
0,New Look muscle fit tipped polo in khaki,12.99,https://www.asos.com/new-look/new-look-muscle-fit-tipped-polo-in-khaki/prd/11819876?clr=dark-khaki&colourWayId=16421348&SearchQuery=&cid=27110,Shirt Muscle Fit,19.99,White,men_shirts_dressed,https://www2.hm.com/en_gb/productpage.0618319002.html
0,New Look muscle fit tipped polo in khaki,12.99,https://www.asos.com/new-look/new-look-muscle-fit-tipped-polo-in-khaki/prd/11819876?clr=dark-khaki&colourWayId=16421348&SearchQuery=&cid=27110,Shirt Muscle Fit,19.99,Light blue,men_shirts_dressed,https://www2.hm.com/en_gb/productpage.0618319004.html
0,New Look muscle fit tipped pol in navy,12.99,https://www.asos.com/new-look/new-look-muscle-fit-tipped-pol-in-navy/prd/11819875?clr=navy&colourWayId=16421352&SearchQuery=&cid=27110,Shirt Muscle Fit,19.99,Grey/Chambray,men_shirts_dressed,https://www2.hm.com/en_gb/productpage.0618319007.html
0,New Look muscle fit tipped pol in navy,12.99,https://www.asos.com/new-look/new-look-muscle-fit-tipped-pol-in-navy/prd/11819875?clr=navy&colourWayId=16421352&SearchQuery=&cid=27110,Shirt Muscle Fit,19.99,Black/Patterned,men_shirts_dressed,https://www2.hm.com/en_gb/productpage.0618319006.html
0,New Look muscle fit tipped pol in navy,12.99,https://www.asos.com/new-look/new-look-muscle-fit-tipped-pol-in-navy/prd/11819875?clr=navy&colourWayId=16421352&SearchQuery=&cid=27110,Shirt Muscle Fit,17.99,White,men_shirt_dressed_slimfit,https://www2.hm.com/en_gb/productpage.0733323001.html
0,New Look muscle fit tipped pol in navy,12.99,https://www.asos.com/new-look/new-look-muscle-fit-tipped-pol-in-navy/prd/11819875?clr=navy&colourWayId=16421352&SearchQuery=&cid=27110,Shirt Muscle Fit,19.99,White,men_shirts_dressed,https://www2.hm.com/en_gb/productpage.0618319002.html
0,New Look muscle fit tipped pol in navy,12.99,https://www.asos.com/new-look/new-look-muscle-fit-tipped-pol-in-navy/prd/11819875?clr=navy&colourWayId=16421352&SearchQuery=&cid=27110,Shirt Muscle Fit,19.99,Light blue,men_shirts_dressed,https://www2.hm.com/en_gb/productpage.0618319004.html
0,ASOS DESIGN relaxed baroque shirt in blue,28.0,https://www.asos.com/asos-design/asos-design-relaxed-baroque-shirt-in-blue/prd/11802220?clr=blue&colourWayId=16390376&SearchQuery=&cid=27110,T-shirt,9.99,White/Black striped,men_tshirtstanks_shortsleeve,https://www2.hm.com/en_gb/productpage.0670983004.html
0,ASOS DESIGN relaxed baroque shirt in blue,28.0,https://www.asos.com/asos-design/asos-design-relaxed-baroque-shirt-in-blue/prd/11802220?clr=blue&colourWayId=16390376&SearchQuery=&cid=27110,T-shirt,9.99,Orange/White striped,men_tshirtstanks_shortsleeve,https://www2.hm.com/en_gb/productpage.0670983005.html
0,ASOS DESIGN Plus relaxed baroque shirt in blue,28.0,https://www.asos.com/asos-design/asos-design-plus-relaxed-baroque-shirt-in-blue/prd/11802215?clr=blue&colourWayId=16390461&SearchQuery=&cid=27110,T-shirt,9.99,White/Black striped,men_tshirtstanks_shortsleeve,https://www2.hm.com/en_gb/productpage.0670983004.html
0,ASOS DESIGN Plus relaxed baroque shirt in blue,28.0,https://www.asos.com/asos-design/asos-design-plus-relaxed-baroque-shirt-in-blue/prd/11802215?clr=blue&colourWayId=16390461&SearchQuery=&cid=27110,T-shirt,9.99,Orange/White striped,men_tshirtstanks_shortsleeve,https://www2.hm.com/en_gb/productpage.0670983005.html
0,River Island linen shirt in ecru,22.0,https://www.asos.com/river-island/river-island-linen-shirt-in-ecru/prd/11766393?clr=ecru&colourWayId=16418857&SearchQuery=&cid=27110,Linen shirt,39.99,White,men_shirts_casual,https://www2.hm.com/en_gb/productpage.0539217001.html
0,River Island linen shirt in ecru,22.0,https://www.asos.com/river-island/river-island-linen-shirt-in-ecru/prd/11766393?clr=ecru&colourWayId=16418857&SearchQuery=&cid=27110,Linen shirt,39.99,Blue,men_shirts_casual,https://www2.hm.com/en_gb/productpage.0539217004.html
0,River Island linen shirt in ecru,22.0,https://www.asos.com/river-island/river-island-linen-shirt-in-ecru/prd/11766393?clr=ecru&colourWayId=16418857&SearchQuery=&cid=27110,Linen shirt,39.99,Dark green,men_shirts_casual,https://www2.hm.com/en_gb/productpage.0539217017.html
0,River Island linen shirt in ecru,22.0,https://www.asos.com/river-island/river-island-linen-shirt-in-ecru/prd/11766393?clr=ecru&colourWayId=16418857&SearchQuery=&cid=27110,Linen shirt,39.99,Black,men_shirts_casual,https://www2.hm.com/en_gb/productpage.0539217011.html
0,River Island linen shirt in ecru,22.0,https://www.asos.com/river-island/river-island-linen-shirt-in-ecru/prd/11766393?clr=ecru&colourWayId=16418857&SearchQuery=&cid=27110,Linen shirt,39.99,Dark blue,men_shirts_casual,https://www2.hm.com/en_gb/productpage.0539217003.html
0,River Island linen shirt in ecru,22.0,https://www.asos.com/river-island/river-island-linen-shirt-in-ecru/prd/11766393?clr=ecru&colourWayId=16418857&SearchQuery=&cid=27110,Linen shirt,39.99,Light blue,men_shirts_casual,https://www2.hm.com/en_gb/productpage.0539217016.html
0,ASOS DESIGN Festival relaxed ombre sequin shirt with revere collar,40.0,https://www.asos.com/asos-design/asos-design-festival-relaxed-ombre-sequin-shirt-with-revere-collar/prd/11763769?clr=orange&colourWayId=16394254&SearchQuery=&cid=27110,T-shirt,9.99,White/Black striped,men_tshirtstanks_shortsleeve,https://www2.hm.com/en_gb/productpage.0670983004.html
0,ASOS DESIGN Festival relaxed ombre sequin shirt with revere collar,40.0,https://www.asos.com/asos-design/asos-design-festival-relaxed-ombre-sequin-shirt-with-revere-collar/prd/11763769?clr=orange&colourWayId=16394254&SearchQuery=&cid=27110,T-shirt,9.99,Orange/White striped,men_tshirtstanks_shortsleeve,https://www2.hm.com/en_gb/productpage.0670983005.html
0,ASOS DESIGN relaxed grid check shirt in beige check with layer sleeve,25.0,https://www.asos.com/asos-design/asos-design-relaxed-grid-check-shirt-in-beige-check-with-layer-sleeve/prd/11750441?clr=beige&colourWayId=16392404&SearchQuery=&cid=27110,T-shirt,9.99,White/Black striped,men_tshirtstanks_shortsleeve,https://www2.hm.com/en_gb/productpage.0670983004.html
0,ASOS DESIGN relaxed grid check shirt in beige check with layer sleeve,25.0,https://www.asos.com/asos-design/asos-design-relaxed-grid-check-shirt-in-beige-check-with-layer-sleeve/prd/11750441?clr=beige&colourWayId=16392404&SearchQuery=&cid=27110,T-shirt,9.99,Orange/White striped,men_tshirtstanks_shortsleeve,https://www2.hm.com/en_gb/productpage.0670983005.html
0,New Look tassel loafer in navy,27.99,https://www.asos.com/new-look/new-look-tassel-loafer-in-navy/prd/11749058?clr=navy&colourWayId=16421336&SearchQuery=&cid=27110,Tasselled leather loafers,49.99,Brown,men_shoes_dressed,https://www2.hm.com/en_gb/productpage.0545894002.html
0,New Look tassel loafer in navy,27.99,https://www.asos.com/new-look/new-look-tassel-loafer-in-navy/prd/11749058?clr=navy&colourWayId=16421336&SearchQuery=&cid=27110,Tasselled leather loafers,49.99,Black,men_shoes_dressed,https://www2.hm.com/en_gb/productpage.0545894001.html
0,ASOS DESIGN Tall Game Of Thrones relaxed fit t-shirt,20.0,https://www.asos.com/asos-design/asos-design-tall-game-of-thrones-relaxed-fit-t-shirt/prd/11720664?clr=black&colourWayId=16410037&SearchQuery=&cid=27110,T-shirt,9.99,White/Black striped,men_tshirtstanks_shortsleeve,https://www2.hm.com/en_gb/productpage.0670983004.html
0,ASOS DESIGN Tall Game Of Thrones relaxed fit t-shirt,20.0,https://www.asos.com/asos-design/asos-design-tall-game-of-thrones-relaxed-fit-t-shirt/prd/11720664?clr=black&colourWayId=16410037&SearchQuery=&cid=27110,T-shirt,9.99,Orange/White striped,men_tshirtstanks_shortsleeve,https://www2.hm.com/en_gb/productpage.0670983005.html
0,ASOS DESIGN jersey polo 2 pack multipack saving,17.0,https://www.asos.com/asos-design/asos-design-jersey-polo-2-pack-multipack-saving/prd/11672126?clr=nvy-blue-marl&colourWayId=16386576&SearchQuery=&cid=27110,3-pack jersey tops,24.99,Grey marl/White/Black,men_tshirtstanks_shortsleeve,https://www2.hm.com/en_gb/productpage.0676159004.html
0,Calvin Klein Monogram stripe woven boxers in blue,25.0,https://www.asos.com/calvin-klein/calvin-klein-monogram-stripe-woven-boxers-in-blue/prd/11661787?clr=blue&colourWayId=16410156&SearchQuery=&cid=27110,3-pack woven boxer shorts,17.99,Dark blue/Spotted,men_underwearloungewear_underwear,https://www2.hm.com/en_gb/productpage.0652356013.html
0,Calvin Klein Monogram stripe woven boxers in blue,25.0,https://www.asos.com/calvin-klein/calvin-klein-monogram-stripe-woven-boxers-in-blue/prd/11661787?clr=blue&colourWayId=16410156&SearchQuery=&cid=27110,3-pack woven boxer shorts,17.99,Dark blue/Tropical plants,men_underwearloungewear_underwear,https://www2.hm.com/en_gb/productpage.0652356024.html
0,Calvin Klein Monogram stripe woven boxers in blue,25.0,https://www.asos.com/calvin-klein/calvin-klein-monogram-stripe-woven-boxers-in-blue/prd/11661787?clr=blue&colourWayId=16410156&SearchQuery=&cid=27110,3-pack woven boxer shorts,17.99,Dark blue/Checked,men_underwearloungewear_underwear,https://www2.hm.com/en_gb/productpage.0652356026.html
0,Calvin Klein Monogram stripe woven boxers in blue,25.0,https://www.asos.com/calvin-klein/calvin-klein-monogram-stripe-woven-boxers-in-blue/prd/11661787?clr=blue&colourWayId=16410156&SearchQuery=&cid=27110,3-pack woven boxer shorts,17.99,Dark blue/Checked,men_underwearloungewear_underwear,https://www2.hm.com/en_gb/productpage.0662369012.html
0,Calvin Klein Monogram stripe woven boxers in blue,25.0,https://www.asos.com/calvin-klein/calvin-klein-monogram-stripe-woven-boxers-in-blue/prd/11661787?clr=blue&colourWayId=16410156&SearchQuery=&cid=27110,3-pack woven boxer shorts,17.99,White/Patterned,men_underwearloungewear_underwear,https://www2.hm.com/en_gb/productpage.0652356005.html
0,Calvin Klein Monogram stripe woven boxers in blue,25.0,https://www.asos.com/calvin-klein/calvin-klein-monogram-stripe-woven-boxers-in-blue/prd/11661787?clr=blue&colourWayId=16410156&SearchQuery=&cid=27110,3-pack woven boxer shorts,17.99,Dark blue/Pineapple,men_underwearloungewear_underwear,https://www2.hm.com/en_gb/productpage.0652356014.html
0,Superdry Sport training vest in cobalt blue,19.99,https://www.asos.com/superdry-sport/superdry-sport-training-vest-in-cobalt-blue/prd/11615812?clr=blue&colourWayId=16408495&SearchQuery=&cid=27110,Vest top,3.99,Black,men_tshirtstanks_tanks,https://www2.hm.com/en_gb/productpage.0757813002.html
0,Superdry Sport training vest in cobalt blue,19.99,https://www.asos.com/superdry-sport/superdry-sport-training-vest-in-cobalt-blue/prd/11615812?clr=blue&colourWayId=16408495&SearchQuery=&cid=27110,Vest top,3.99,Light grey marl,men_tshirtstanks_tanks,https://www2.hm.com/en_gb/productpage.0757813003.html
0,Superdry Sport training vest in cobalt blue,19.99,https://www.asos.com/superdry-sport/superdry-sport-training-vest-in-cobalt-blue/prd/11615812?clr=blue&colourWayId=16408495&SearchQuery=&cid=27110,Vest top,3.99,White,men_tshirtstanks_tanks,https://www2.hm.com/en_gb/productpage.0757813001.html
0,Superdry Sport training vest in cobalt blue,19.99,https://www.asos.com/superdry-sport/superdry-sport-training-vest-in-cobalt-blue/prd/11615812?clr=blue&colourWayId=16408495&SearchQuery=&cid=27110,Vest top,3.99,Khaki green,men_tshirtstanks_tanks,https://www2.hm.com/en_gb/productpage.0757813004.html
0,Superdry Sport training vest in cobalt blue,19.99,https://www.asos.com/superdry-sport/superdry-sport-training-vest-in-cobalt-blue/prd/11615812?clr=blue&colourWayId=16408495&SearchQuery=&cid=27110,Vest top,8.99,Black marl,men_tshirtstanks_tanks,https://www2.hm.com/en_gb/productpage.0392269007.html
